Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d
1098,Hord,HORD,"$9,443,561",$0.1506,62.695.687 HORD *,$1.151.811,"4,93%","-0,54%","-9,74%"
1099,Swerve,SWRV,"$9,439,214",$0.6068,15.554.738 SWRV *,$3.007.237,"2,07%","2,82%","-2,87%"
1100,Arsenal Fan Token,AFC,"$9,428,964",$4.71,2.003.867 AFC *,$3.385.053,"-1,13%","-5,00%","0,00%"
1101,Step Hero,HERO,"$9,427,774",$0.728,12.951.109 HERO *,$1.474.623,"-2,63%","3,35%","13,43%"
1102,YUMMY,YUMMY,"$9,413,523",$0.00001242,757.974.008.535 YUMMY *,$321.626,"-0,23%","8,75%","45,66%"
1103,LuaSwap,LUA,"$9,402,734",$0.07847,119.819.414 LUA *,$330.749,"0,08%","4,45%","13,31%"
1104,Advanced Technology Coin,ARC,"$9,396,609",$0.3149,29.835.562 ARC,"$0,000314","0,17%","-0,04%","22,22%"
1105,AXIS Token,AXIS,"$9,290,459",$0.02874,323.223.204 AXIS *,$95.136,"-1,23%","-1,64%","-8,40%"
1106,Spore,SPORE,"$9,345,784",$0.000000000246,38.003.348.741.273.300 SPORE *,$561.056,"0,12%","-8,22%","42,85%"
1107,Carboncoin,CARBON,"$9,322,433",$0.0006057,15.392.022.544 CARBON,$?,"0,17%","-1,38%","1,06%"
1108,Polker,PKR,"$9,273,749",$0.1958,47.360.134 PKR *,$3.004.850,"1,95%","7,20%","-3,85%"
1109,BlockBank,BBANK,"$9,273,160",$0.1407,65.912.626 BBANK *,$1.114.866,"-0,41%","-1,54%","-0,54%"
1110,Hydro Protocol,HOT,"$9,235,867",$0.01316,702.000.000 HOT *,$838.467,"-1,28%","5,02%","-9,76%"
1111,Valor Token,VALOR,"$9,231,616",$0.4608,20.036.000 VALOR *,$454.686,"-1,18%","0,97%","6,59%"
1112,Earneo,RNO,"$9,225,287",$0.03624,254.552.776 RNO *,$31.256,"-3,43%","-3,42%","0,37%"
1113,BOLT,BOLT,"$9,161,970",$0.009243,991.283.100 BOLT *,$501.814,"2,25%","-10,32%","0,74%"
1114,Monolith,TKN,"$9,207,483",$0.2752,33.459.551 TKN *,$5022,"0,11%","-1,79%","-2,88%"
1115,BnkToTheFuture,BFT,"$9,150,795",$0.01254,729.955.635 BFT *,$56.578,"1,50%","-2,17%","-2,64%"
1116,APIX,APIX,"$9,149,380",$0.07434,123.074.561 APIX *,$921.284,"-3,83%","-44,21%","9,20%"
1117,Origin Dollar,OUSD,"$9,045,254",$1.00,9.002.927 OUSD *,$1.052.235,"0,04%","0,06%","0,24%"
1118,Raven Protocol,RAVEN,"$9,002,883",$0.002003,4.494.272.006 RAVEN *,$42.229,"-2,32%","6,54%","-9,20%"
1119,BiFi,BIFI,"$8,998,034",$0.08375,107.442.841 BIFI *,$256.992,"0,14%","-8,37%","-24,84%"
1120,Graviton,GTON,"$8,974,551",$2.47,3.630.100 GTON *,$69.858,"0,77%","10,04%","-3,67%"
1121,Lympo Market Token,LMT,"$8,956,023",$0.2919,30.677.566 LMT *,$3.566.500,"-1,78%","48,19%","84,28%"
1122,Hakka.Finance,HAKKA,"$8,949,190",$0.02855,313.503.126 HAKKA *,$243.501,"3,67%","3,91%","24,97%"
1123,Zap,ZAP,"$8,883,542",$0.03762,236.144.465 ZAP *,$176.265,"1,45%","0,16%","0,07%"
1124,Education Ecosystem,LEDU,"$8,852,691",$0.0374,236.710.413 LEDU *,$87.750,"0,82%","-9,17%","-19,81%"
1125,Cloudbric,CLBK,"$8,842,171",$0.0145,609.684.017 CLBK *,$335.820,"0,17%","-5,26%","1,05%"
1126,Ubiq,UBQ,"$8,834,614",$0.2073,42.609.099 UBQ,$64.211,"-2,79%","-9,00%","-16,15%"
1127,UnlimitedIP,UIP,"$8,778,354",$0.0057,1.539.985.525 UIP *,$1.408.479,"1,30%","8,78%","15,41%"
1128,QLC Chain,QLC,"$8,743,990",$0.03643,240.000.000 QLC *,$528.697,"0,14%","-1,09%","-3,72%"
1129,Autonio,NIOX,"$8,738,119",$0.09253,94.440.196 NIOX *,$74.613,"-0,32%","-2,93%","-15,12%"
1130,ACENT,ACE,"$8,675,862",$0.08811,98.471.107 ACE *,$1.923.234,"-0,99%","-7,41%","-10,82%"
1131,YAM V3,YAM,"$8,651,839",$0.6782,12.757.048 YAM *,$899.505,"0,75%","-3,56%","1,73%"
1132,Trabzonspor Fan Token,TRA,"$8,589,395",$3.65,2.356.284 TRA *,$17.972.551,"-1,62%","8,50%","13,60%"
1133,AGA Token,AGA,"$8,577,547",$0.7914,10.837.920 AGA *,$1272,"0,11%","10,00%","-2,18%"
1134,CoverCompared,CVR,"$8,573,619",$0.1843,46.528.627 CVR *,$193.980,"2,39%","10,35%","22,99%"
1135,Muse,MUSE,"$8,527,719",$16.77,508.554 MUSE *,$178.225,"-0,18%","-0,19%","-9,28%"
1136,Egretia,EGT,"$8,536,816",$0.002024,4.218.701.582 EGT *,$2.073.007,"2,50%","5,25%","-0,44%"
1137,Ronin Gamez,RONINGMZ,"$8,499,129",$0.001036,8.200.000.000 RONINGMZ *,$410.741,"0,15%","16,73%","-22,16%"
1138,HEROcoin,PLAY,"$8,457,613",$0.03402,248.635.772 PLAY *,$111.457,"-0,05%","-3,31%","-5,60%"
1139,BullPerks,BLP,"$8,425,103",$0.5283,15.947.188 BLP *,$1.545.628,"-1,06%","-2,92%","3,86%"
1140,Credits,CS,"$8,416,586",$0.03767,223.456.423 CS *,$198.490,"0,35%","-0,51%","4,65%"
1141,Gulden,NLG,"$8,398,703",$0.01514,554.675.100 NLG,$79.630,"-0,87%","-6,14%","-3,47%"
1142,AMLT,AMLT,"$8,365,148",$0.02758,303.257.937 AMLT *,$28.266,"0,00%","-0,14%","-0,92%"
1143,Zigcoin,ZIG,"$8,324,888",$0.03463,240.418.751 ZIG *,$158.705,"0,27%","2,39%","18,83%"
1144,Genesis Vision,GVT,"$8,317,706",$1.88,4.426.883 GVT *,$1.949.688,"-2,92%","-11,19%","-46,49%"
1145,Kattana,KTN,"$8,344,564",$4.46,1.872.774 KTN *,$237.383,"4,28%","-0,20%","-10,43%"
1146,Davinci Coin,DAC,"$8,308,231",$0.0009799,8.478.561.025 DAC *,$684.106,"0,03%","-4,41%","-7,83%"
1147,Mist,MIST,"$8,257,901",$0.1465,56.357.088 MIST *,$13.269.531,"1,84%","47,91%","83,39%"
1148,CWV Chain,CWV,"$8,257,262",$0.002332,3.540.912.311 CWV *,$11.210,"0,08%","-0,35%","-13,24%"
1149,NerveNetwork,NVT,"$8,230,118",$0.02971,276.983.684 NVT *,$124.698,"-0,06%","-1,58%","-4,62%"
1150,Tidal Finance,TIDAL,"$8,216,160",$0.009496,865.226.229 TIDAL *,$720.287,"1,14%","-5,44%","4,00%"
1151,MoonSwap,MOON,"$8,209,791",$0.2812,29.200.326 MOON *,$135.018,"0,08%","-5,08%","-2,81%"
1152,BitcoinZ,BTCZ,"$8,211,663",$0.0008641,9.502.646.866 BTCZ,$18.506,"1,32%","1,76%","41,78%"
1153,Swarm Markets,SMT,"$8,198,833",$0.2502,32.769.650 SMT *,$5110,"0,08%","19,70%","0,49%"
1154,Achain,ACT,"$8,189,979",$0.00819,999.999.998 ACT *,$765.248,"1,80%","-0,09%","-8,13%"
1155,CBC.network,CBC,"$8,155,422",$0.05232,155.864.701 CBC *,$205.556,"0,44%","9,17%","15,10%"
1156,DeFiner,FIN,"$8,126,016",$0.1964,41.364.486 FIN *,$299.972,"-1,86%","-0,15%","-15,94%"
1157,BitcoinHD,BHD,"$8,092,360",$1.33,6.083.016 BHD *,$4.240.404,"0,97%","6,03%","-4,43%"
1158,DigitalNote,XDN,"$8,084,262",$0.00102,7.923.551.668 XDN,$42.023,"0,31%","18,97%","-9,71%"
1159,OG Fan Token,OG,"$8,019,418",$6.29,1.274.535 OG *,$4.793.872,"1,34%","-1,64%","-12,46%"
1160,Lendingblock,LND,"$8,004,980",$0.01013,790.097.391 LND *,$?,"0,36%","-1,51%","-25,72%"
1161,Pillar,PLR,"$7,943,892",$0.03063,259.348.201 PLR *,$220.614,"-0,15%","-1,67%","-16,75%"
1162,ZBG Token,ZT,"$7,973,882",$0.03032,262.958.277 ZT *,$243.294,"0,03%","-1,60%","1,03%"
1163,DEEPSPACE,DPS,"$7,940,183",$0.1501,52.893.498 DPS *,$333.926,"0,35%","-19,02%","-10,69%"
1164,SwftCoin,SWFTC,"$7,878,097",$0.001967,4.004.999.999 SWFTC *,$3.373.640,"18,16%","19,99%","13,20%"
1165,Loser Coin,LOWB,"$7,861,795",$0.0001304,60.296.840.158 LOWB *,$3.488.278,"11,69%","-11,27%","116,64%"
1166,Impossible Finance,IF,"$7,840,243",$1.31,6.000.661 IF *,$230.232,"2,61%","5,44%","0,16%"
1167,Realio Network,RIO,"$7,833,413",$1.19,6.568.515 RIO *,$196.517,"0,11%","-2,54%","-6,93%"
1168,CONUN,CON,"$7,728,159",$0.002667,2.897.405.859 CON *,$752.961,"1,00%","-2,15%","0,63%"
1169,TFL.io,TFL,"$7,742,812",$1.24,6.247.267 TFL *,$219.951,"9,02%","11,39%","112,06%"
1170,EUNO,EUNO,"$7,701,097",$0.001211,6.357.527.156 EUNO,$1699,"0,17%","-33,88%","-1,04%"
1171,Project TXA,TXA,"$7,687,156",$2.99,2.568.630 TXA *,$60.236,"-0,13%","-0,80%","-5,60%"
1172,DEXA COIN,DEXA,"$7,587,508",$0.0003035,25.000.000.000 DEXA *,$689.799,"-1,16%","2,40%","-1,68%"
1173,HoDooi,HOD,"$7,566,020",$0.03731,202.785.121 HOD *,$724.693,"0,82%","4,86%","-13,98%"
1174,Odyssey,OCN,"$7,554,205",$0.0009443,8.000.000.000 OCN *,$5.210.638,"6,19%","-0,65%","13,22%"
1175,Bitcoin Private,BTCP,"$7,536,296",$1.57,4.785.761 BTCP,$2809,"0,17%","3,77%","1,15%"
1176,Bunicorn,BUNI,"$7,547,868",$0.2691,28.049.239 BUNI *,$5.782.772,"-0,85%","43,08%","23,89%"
1177,Virtue Poker,VPP,"$7,530,757",$0.5192,14.504.255 VPP *,$693.721,"0,55%","17,96%","18,39%"
1178,UFC Fan Token,UFC,"$7,521,154",$4.18,1.800.005 UFC *,$?,"4,45%","-2,42%","-9,90%"
1179,Vidya,VIDYA,"$7,494,461",$0.1922,38.990.028 VIDYA *,$10.872,"0,11%","-0,86%","-1,76%"
1180,Blocknet,BLOCK,"$7,442,819",$0.9117,8.163.247 BLOCK *,$74.961,"-1,02%","-1,46%","-10,64%"
1181,Lightning Bitcoin,LBTC,"$7,388,023",$1.91,3.860.808 LBTC,$246.507,"0,35%","-5,32%","-20,93%"
1182,HorusPay,HORUS,"$7,370,515",$0.008444,872.861.114 HORUS *,$?,"0,36%","-1,51%","5,48%"
1183,Cyclone Protocol,CYC,"$7,301,567",$372.53,19.600 CYC *,$339.955,"0,31%","0,05%","-0,26%"
1184,Binemon,BIN,"$7,297,849",$0.009122,800.000.000 BIN *,$2.104.202,"1,93%","-1,09%","-22,89%"
1185,Helmet.insure,HELMET,"$7,270,453",$0.1795,40.511.389 HELMET *,$602.760,"0,48%","-2,25%","-10,40%"
1186,Abyss,ABYSS,"$7,025,887",$0.03073,228.664.903 ABYSS *,$196.562,"0,16%","-2,30%","9,35%"
1187,ProximaX,XPX,"$7,244,693",$0.001188,6.097.456.550 XPX *,$130.160,"0,21%","-9,30%","5,47%"
1188,IoT Chain,ITC,"$7,211,009",$0.08268,87.214.657 ITC *,$1.805.192,"1,38%","1,94%","-15,14%"
1189,Rupiah Token,IDRT,"$7,209,147",$0.00007007,102.878.997.094 IDRT *,$1.150.347,"-0,44%","-0,63%","-1,04%"
1190,Snowball,SNOB,"$7,108,665",$0.8343,8.520.385 SNOB *,$202.969,"0,94%","-3,71%","0,91%"
1191,POA,POA,"$7,102,900",$0.02422,293.230.359 POA *,$2.230.161,"2,71%","-3,74%","-36,96%"
1192,PhoenixDAO,PHNX,"$7,081,185",$0.1134,62.429.104 PHNX *,$832.636,"0,11%","12,07%","44,76%"
1193,Etho Protocol,ETHO,"$7,031,498",$0.1231,57.114.048 ETHO,$521.199,"-2,99%","-8,23%","6,61%"
1194,TrueFeedBack,TFBX,"$7,029,888",$0.002982,2.357.575.088 TFBX *,$79.077,"-0,96%","-2,08%","-23,34%"
1195,Airbloc,ABL,"$7,016,295",$0.0278,252.376.419 ABL *,$14.220,"-0,02%","-1,11%","0,68%"
1196,TronEuropeRewardCoin,TERC,"$6,986,398",$0.02603,268.405.858 TERC *,$361,"-10,85%","-15,23%","-32,68%"
1197,UREEQA,URQA,"$6,979,664",$0.252,27.700.089 URQA *,$15.835,"3,16%","-6,49%","-15,45%"
1198,Fabric,FAB,"$6,976,527",$0.1412,49.413.402 FAB *,$122.800,"-1,70%","-1,14%","29,22%"
1199,Basid Coin,BASID,"$6,972,477",$0.008248,845.336.186 BASID *,$944.493,"0,14%","-15,35%","-9,92%"
1200,Revolve Games,RPG,"$6,946,357",$0.8566,8.109.062 RPG *,$3.126.863,"3,88%","68,46%","127,64%"
1201,Odyssey,OCN,"$6,953,162",$0.0008691,8.000.000.000 OCN *,$1.418.350,"-1,04%","5,54%","6,74%"
1202,Fabric,FAB,"$6,952,451",$0.1407,49.413.402 FAB *,$120.759,"0,16%","-1,46%","27,73%"
1203,NearPad,PAD,"$6,945,822",$1.58,4.403.309 PAD *,$103.187,"4,56%","8,34%","61,57%"
1204,POA,POA,"$6,943,365",$0.02368,293.233.247 POA *,$1.991.153,"2,54%","-6,12%","-37,62%"
1205,ProximaX,XPX,"$6,932,695",$0.001137,6.097.456.550 XPX *,$126.072,"0,81%","-11,83%","-0,21%"
1206,Basid Coin,BASID,"$6,890,095",$0.008151,845.336.186 BASID *,$953.150,"0,91%","1,20%","-14,14%"
1207,Bitspawn,SPWN,"$6,774,124",$0.01318,514.118.905 SPWN *,$797.614,"1,73%","13,47%","62,54%"
1208,Fractal,FCL,"$6,773,332",$0.4081,16.595.271 FCL *,$989.041,"0,37%","7,80%","6,41%"
1209,Governor DAO,GDAO,"$6,762,034",$2.35,2.877.787 GDAO *,$134.039,"0,58%","20,54%","103,68%"
1210,Kineko,KKO,"$6,743,247",$0.7205,9.359.428 KKO *,$66.871,"-1,41%","-6,69%","5,51%"
1211,EvidenZ,BCDT,"$6,719,462",$0.1756,38.273.163 BCDT *,$12.641,"0,57%","0,30%","3,62%"
1212,CyberMiles,CMT,"$6,697,982",$0.008372,800.000.000 CMT *,$998.230,"0,01%","0,06%","-5,83%"
1213,Kira Network,KEX,"$6,663,515",$0.5317,12.532.083 KEX *,$664.127,"0,30%","-3,79%","-6,99%"
1214,Restart Energy MWAT,MWAT,"$6,647,627",$0.0133,500.000.000 MWAT *,$214.494,"-0,94%","-8,82%","-18,63%"
1215,Agrello,DLT,"$6,715,500",$0.06375,105.335.765 DLT *,$2.545.929,"-3,61%","-5,72%","-39,32%"
1216,Hedget,HGET,"$6,621,821",$3.78,1.751.448 HGET *,$251.054,"0,85%","1,01%","12,95%"
1217,Myriad,XMY,"$6,572,742",$0.003643,1.804.193.500 XMY,$90.764,"-0,05%","45,65%","23,13%"
1218,Horizon Protocol,HZN,"$6,550,491",$0.1638,40.000.000 HZN *,$720.035,"0,74%","-1,88%","10,55%"
1219,Aeon,AEON,"$6,536,836",$0.4129,15.831.459 AEON,$7845,"-0,08%","2,55%","15,99%"
1220,carVertical,CV,"$6,520,231",$0.0008551,7.625.478.192 CV *,$95.147,"-1,76%","-5,35%","-10,68%"
1221,PowerTrade Fuel,PTF,"$6,487,862",$0.2783,23.311.586 PTF *,$1.397.093,"2,69%","-4,68%","44,41%"
1222,MediShares,MDS,"$6,450,253",$0.004923,1.310.099.624 MDS *,$282.746,"0,62%","-1,21%","-7,93%"
1223,VIBE,VIBE,"$6,446,861",$0.02478,260.136.427 VIBE *,$141.463,"0,41%","52,33%","39,19%"
1224,Ispolink,ISP,"$6,400,588",$0.002908,2.201.294.913 ISP *,$1.442.474,"-0,65%","-2,99%","-6,51%"
1225,Birake,BIR,"$6,393,611",$0.06982,91.570.621 BIR,$13.114,"-0,08%","2,37%","7,30%"
1226,Breezecoin,BRZE,"$6,351,699",$0.03529,180.000.000 BRZE *,$27.041,"0,20%","1,50%","-8,69%"
1227,Beyond Finance,BYN,"$6,316,266",$0.7227,8.739.305 BYN *,$136.116,"-0,66%","0,20%","3,28%"
1228,HTMLCOIN,HTML,"$6,302,378",$0.0001188,53.067.332.240 HTML,$2682,"-3,30%","0,50%","1,37%"
1229,INT,INT,"$6,294,382",$0.014,449.560.377 INT *,$971.464,"-0,21%","0,20%","-13,63%"
1230,Ycash,YEC,"$6,289,172",$0.5358,11.737.438 YEC *,$56.657,"-3,05%","24,40%","23,56%"
1231,Eminer,EM,"$6,288,209",$0.004323,1.454.500.099 EM *,$545.687,"-1,50%","-2,92%","-4,42%"
1232,OctoFi,OCTO,"$6,270,432",$7.86,797.953 OCTO *,$225.849,"-0,07%","0,42%","-3,11%"
1233,Trittium,TRTT,"$6,247,864",$0.04846,128.915.825 TRTT *,$33.794,"3,65%","-2,26%","-5,79%"
1234,Dynamic,DYN,"$6,219,340",$0.4044,15.380.761 DYN,$420,"-0,08%","-8,22%","10,74%"
1235,Folgory Coin,FLG,"$6,199,943",$0.3538,17.525.493 FLG,$50.719,"-1,11%","-1,07%","0,93%"
1236,Jobchain,JOB,"$6,148,386",$0.0007681,8.004.848.141 JOB *,$2842,"-0,01%","10,90%","13,00%"
1237,REPO,REPO,"$6,117,431",$0.271,22.573.354 REPO *,$4.423.658,"1,62%","-5,51%","16,26%"
1238,Gleec,GLEEC,"$6,098,811",$0.2924,20.859.983 GLEEC *,$169.274,"-2,73%","-1,59%","-15,40%"
1239,Master Contract Token,MCT,"$6,105,084",$0.01076,567.499.990 MCT *,$76.979,"-0,28%","-68,68%","2968,82%"
1240,Flamengo Fan Token,MENGO,"$6,076,259",$2.25,2.699.951 MENGO *,$?,"-4,13%","-13,53%","0,00%"
1241,THEKEY,TKY,"$6,066,620",$0.0009768,6.210.789.109 TKY *,$376.195,"-4,36%","10,52%","-9,57%"
1242,Conceal,CCX,"$6,053,635",$0.5371,11.271.688 CCX,$64.923,"0,28%","13,33%","66,96%"
1243,Centaur,CNTR,"$6,030,138",$0.0027,2.233.125.000 CNTR *,$526.806,"1,19%","-5,77%","-22,08%"
1244,NFT Index,NFTI,"$6,011,223","$2,695.41",2230 NFTI *,$492.142,"1,41%","5,18%","71,50%"
1245,Tokoin,TOKO,"$6,007,651",$0.03363,178.664.008 TOKO *,$947.882,"-4,23%","-8,79%","10,85%"
1246,VestChain,VEST,"$5,989,409",$0.001518,3.945.951.381 VEST *,$?,"-0,08%","-1,19%","0,77%"
1247,Unicly Hashmasks Collection,UMASK,"$5,984,230",$0.05984,100.000.000 UMASK *,$?,"0,66%","-1,13%","5,99%"
1248,Vanilla Network,VNLA,"$5,980,850",$9.09,658.039 VNLA *,$14.558,"1,20%","-1,65%","-13,13%"
1249,PLANET,PLA,"$5,958,464",$0.02648,225.000.000 PLA *,$107.056,"-5,97%","9,25%","11,20%"
1250,Blockzero Labs,XIO,"$5,954,112",$0.1627,36.592.410 XIO *,$274.456,"-0,18%","1,08%","9,72%"
1251,AAX Token,AAB,"$5,930,750",$0.7908,7.500.005 AAB *,$28.697,"-0,01%","0,20%","-2,38%"
1252,S4FE,S4F,"$5,927,755",$0.006621,895.310.762 S4F *,$431,"0,08%","-10,73%","-0,32%"
1253,Bondly,BONDLY,"$5,926,750",$0.057,103.978.855 BONDLY *,$1.460.571,"2,67%","1,98%","-9,55%"
1254,TriumphX,TRIX,"$5,920,083",$0.002196,2.695.987.999 TRIX *,$32.569,"-0,34%","-9,93%","16,79%"
1255,BillionHappiness,BHC,"$5,898,641",$117.97,50.000 BHC *,$513.216,"0,83%","-5,05%","-23,84%"
1256,EXMO Coin,EXM,"$5,886,806",$0.05482,107.375.446 EXM *,$85.838,"-0,59%","2,35%","-6,07%"
1257,CACHE Gold,CGT,"$5,794,976",$57.51,100.771 CGT *,$130.752,"0,26%","0,26%","-0,16%"
1258,Wagerr,WGR,"$5,781,429",$0.02667,216.761.204 WGR *,$958,"-0,10%","-5,63%","-1,55%"
1259,X-CASH,XCASH,"$5,759,709",$0.00009177,62.764.569.076 XCASH,$95.468,"-0,56%","3,01%","-6,46%"
1260,Monero Classic,XMC,"$5,748,435",$0.2998,19.176.436 XMC *,$41.696,"10,64%","8,32%","5,72%"
1261,WebDollar,WEBD,"$5,741,246",$0.000418,13.736.469.371 WEBD,$132.829,"0,08%","3,39%","-2,53%"
1262,SmartCredit Token,SMARTCREDIT,"$5,711,938",$4.23,1.350.243 SMARTCREDIT *,$34.921,"0,50%","-2,49%","-2,39%"
1263,Spheroid Universe,SPH,"$5,705,101",$0.08403,67.895.854 SPH *,$324.683,"0,23%","24,00%","59,01%"
1264,Venus DAI,vDAI,"$5,684,375",$0.02071,274.537.625 vDAI *,$?,"0,04%","-0,02%","0,22%"
1265,APYSwap,APYS,"$5,676,167",$0.312,18.191.036 APYS *,$402.933,"-0,19%","-1,95%","15,57%"
1266,WOWswap,WOW,"$5,634,663",$12.26,459.663 WOW *,$283.258,"0,42%","-4,83%","-32,39%"
1267,SaTT,SATT,"$5,626,573",$0.001734,3.244.898.181 SATT *,$64.222,"0,17%","-6,96%","-24,49%"
1268,SIRIN LABS Token,SRN,"$5,611,011",$0.01141,491.820.906 SRN *,$56.790,"-0,14%","2,56%","8,54%"
1269,Big Data Protocol,BDP,"$5,547,462",$0.1644,33.747.556 BDP *,$1.579.092,"2,82%","3,62%","12,54%"
1270,Viacoin,VIA,"$5,529,679",$0.2386,23.174.755 VIA,$44.470,"-0,33%","-1,69%","0,26%"
1271,Apron Network,APN,"$5,500,942",$0.05883,93.500.000 APN *,$679.476,"-0,28%","-1,22%","-5,11%"
1272,Golff,GOF,"$5,514,610",$0.5515,9.999.338 GOF *,$3.757.992,"3,06%","16,36%","9,65%"
1273,Onooks,OOKS,"$5,382,767",$0.5311,10.134.732 OOKS *,$188.267,"-0,04%","-1,27%","30,84%"
1274,Decentral Games ICE,ICE,"$5,377,780",$0.08448,63.658.957 ICE *,$845.814,"-1,10%","16,54%","0,00%"
1275,Bibox Token,BIX,"$5,346,324",$0.06258,85.430.525 BIX *,$7.966.845,"0,90%","-0,37%","-6,99%"
1276,Ghost,GHOST,"$5,338,459",$0.3099,17.228.397 GHOST *,$126.751,"2,32%","-9,75%","-26,05%"
1277,ChangeNOW Token,NOW,"$5,279,112",$0.0631,83.660.980 NOW *,$234,"-0,05%","-2,87%","-2,67%"
1278,Idena,IDNA,"$5,273,098",$0.09968,52.898.803 IDNA *,$173.537,"4,81%","-3,53%","4,48%"
1279,Vexanium,VEX,"$5,271,986",$0.007186,733.642.279 VEX *,$703.535,"-0,21%","0,30%","0,09%"
1280,Krios,GIG,"$5,251,980",$0.0105,499.994.072 GIG *,$?,"0,22%","369,60%","5,82%"
1281,Unido EP,UDO,"$5,233,475",$0.111,47.144.968 UDO *,$418.618,"-0,03%","5,47%","-4,01%"
1282,CoinPoker,CHP,"$5,228,507",$0.01903,274.720.612 CHP *,$?,"0,04%","39,44%","-58,61%"
1283,NFT,NFT,"$5,223,779",$0.1417,36.863.404 NFT *,$67.884,"0,61%","7,69%","6,79%"
1284,Origo,OGO,"$5,186,991",$0.01177,440.516.789 OGO *,$733.842,"-0,42%","0,02%","-9,33%"
1285,Xend Finance,XEND,"$5,187,808",$0.2617,19.822.691 XEND *,$1.172.457,"0,90%","-1,03%","-8,39%"
1286,Fuse Network,FUSE,"$5,177,529",$0.09406,55.045.523 FUSE *,$217.301,"-0,10%","0,76%","8,41%"
1287,Unicly Mystic Axies Collection,UAXIE,"$5,169,622",$0.517,10.000.000 UAXIE *,$343,"0,66%","-1,13%","5,28%"
1288,LinkEye,LET,"$5,149,477",$0.005722,899.999.000 LET *,$535.180,"0,05%","-2,83%","-6,68%"
1289,FidexToken,FEX,"$5,112,563",$0.0001652,30.948.335.553 FEX *,$?,"0,04%","-1,07%","5772,22%"
1290,Goldcoin,GLC,"$5,067,712",$0.116,43.681.422 GLC,$2259,"-0,72%","-1,74%","-6,05%"
1291,Crypton,CRP,"$5,044,449",$1.01,4.984.177 CRP,$5845,"-7,23%","-0,31%","524,56%"
1292,Centric Swap,CNS,"$5,036,934",$0.000686,7.342.691.560 CNS *,$3.568.516,"1,58%","-0,56%","-2,19%"
1293,Zynecoin,ZYN,"$5,020,474",$0.2268,22.138.879 ZYN,$169.409,"0,01%","-3,81%","-16,91%"
1294,42-coin,42,"$4,972,509","$118,393.21",42 42,$4830,"-0,08%","-1,19%","0,77%"
1295,Unistake,UNISTAKE,"$4,956,798",$0.0257,192.907.050 UNISTAKE *,$61.733,"0,35%","1,55%","7,77%"
1296,EXRNchain,EXRN,"$4,933,694",$0.00005334,92.500.000.000 EXRN *,$17.295,"0,67%","-9,03%","8,23%"
1297,PumaPay,PMA,"$4,928,420",$0.000159,30.996.432.231 PMA *,$453.999,"0,22%","-3,02%","-4,11%"
1298,Crowny,CRWNY,"$4,881,371",$0.0164,297.647.247 CRWNY *,$145.890,"0,84%","-1,88%","-17,94%"
1299,Insureum,ISR,"$4,881,320",$0.0228,214.048.583 ISR *,$203.402,"9,92%","3,25%","261,36%"
1300,ASKO,ASKO,"$4,875,616",$0.03735,130.550.568 ASKO *,$495.174,"0,50%","-13,83%","31,04%"
1301,SakeToken,SAKE,"$4,809,785",$0.04723,101.838.384 SAKE *,$40.288,"0,25%","0,12%","-9,09%"
1302,Mogul Productions,STARS,"$4,795,435",$0.01564,306.657.541 STARS *,$556.481,"-4,79%","-10,36%","28,36%"
1303,Qitmeer,PMEER,"$4,771,076",$0.02379,200.551.810 PMEER *,$?,"0,01%","0,02%","0,10%"
1304,Public Index Network,PIN,"$4,747,483",$0.03116,152.351.008 PIN,$96.868,"-6,75%","10,25%","10,04%"
1305,Chainge,CHNG,"$4,741,883",$0.0905,52.394.312 CHNG *,$263.807,"1,33%","-1,76%","-5,45%"
1306,0xBitcoin,0xBTC,"$4,684,165",$0.8165,5.736.550 0xBTC,$910.441,"-0,76%","-3,97%","53,18%"
1307,TRAVA.FINANCE,TRAVA,"$4,663,002",$0.0153,304.763.021 TRAVA *,$1.115.671,"-1,72%","-1,29%","-29,34%"
1308,MASQ,MASQ,"$4,663,234",$0.2058,22.657.208 MASQ *,$103.032,"0,20%","-1,55%","-4,24%"
1309,VeriDocGlobal,VDG,"$4,652,221",$0.0004671,9.959.380.186 VDG *,$610.853,"0,09%","-1,36%","5,50%"
1310,Primecoin,XPM,"$4,625,932",$0.1208,38.291.191 XPM,$1.226.121,"-0,07%","-1,01%","-2,65%"
1311,Safex Token,SFT,"$4,591,692",$0.002435,1.885.974.016 SFT *,$61,"-0,09%","-0,95%","-37,55%"
1312,1World,1WO,"$4,564,714",$0.1226,37.219.453 1WO *,$10.541,"-0,08%","-1,19%","-3,99%"
1313,Verso,VSO,"$4,548,171",$0.09925,45.824.242 VSO *,$202.964,"-0,53%","-5,12%","5,57%"
1314,UniMex Network,UMX,"$4,539,325",$0.6767,6.707.664 UMX *,$92.546,"-0,35%","-9,81%","-19,27%"
1315,Landshare,LAND,"$4,522,178",$4.81,940.983 LAND *,$1.017.562,"2,68%","25,55%","53,53%"
1316,TERA,TERA,"$4,525,365",$0.005357,844.711.128 TERA,$124.803,"6,94%","3,03%","8,83%"
1317,Corra.Finance,CORA,"$4,520,060",$3.01,1.500.000 CORA *,$89.197,"-13,08%","-11,77%","-22,05%"
